1784394645.987282103	1	5620	0
1784394645.987282103	3	5618	0
1784394656.547732532	1	5620	0
1784394656.547732532	3	5618	100
1784394666.628627709	1	5620	60
1784394666.628627709	3	5618	13
1784394677.083218023	1	5620	56
1784394677.083218023	3	5618	49
1784394687.193286212	1	5620	0
1784394687.193286212	3	5618	100
1784394697.621423074	1	5620	0
1784394697.621423074	3	5618	100
1784394707.716701532	1	5620	0
1784394707.716701532	3	5618	100
1784394718.178086537	1	5620	0
1784394718.178086537	3	5618	100
1784394728.257151232	1	5620	0
1784394728.257151232	3	5618	100
1784394738.506887414	1	5620	0
1784394738.506887414	3	5618	0
1784394748.588287276	1	5620	0
1784394748.588287276	3	5618	0
1784394758.965053533	1	5620	0
1784394758.965053533	3	5618	0
1784394769.051564963	1	5620	100
1784394769.051564963	3	5618	0
1784394779.451826660	1	5620	0
1784394779.451826660	3	5618	0
1784394789.536707435	1	5620	0
1784394789.536707435	3	5618	0
1784394799.939379530	1	5620	100
1784394799.939379530	3	5618	0
1784394810.022556757	1	5620	0
1784394810.022556757	3	5618	0
1784394820.463402922	1	5620	0
1784394820.463402922	3	5618	0
1784394830.561082474	1	5620	0
1784394830.561082474	3	5618	0
1784394840.867841886	1	5620	0
1784394840.867841886	3	5618	0
1784394850.956654224	1	5620	18
1784394850.956654224	3	5618	100
1784394861.395754840	1	5620	0
1784394861.395754840	3	5618	0
1784394871.517188280	1	5620	72
1784394871.517188280	3	5618	79
1784394881.678155129	1	5620	0
1784394881.678155129	3	5618	100
1784394891.777283033	1	5620	0
1784394891.777283033	3	5618	0
1784394902.143509243	1	5620	100
1784394902.143509243	3	5618	6
1784394912.228493736	1	5620	0
1784394912.228493736	3	5618	100
1784394922.555351377	1	5620	0
1784394922.555351377	3	5618	0
1784394932.643171766	1	5620	0
1784394932.643171766	3	5618	0
1784394943.140630975	1	5620	0
1784394943.140630975	3	5618	100
1784394953.255115539	1	5620	0
1784394953.255115539	3	5618	0
1784394963.669077475	1	5620	70
1784394963.669077475	3	5618	45
1784394973.792691084	1	5620	0
1784394973.792691084	3	5618	100
1784394984.224569592	1	5620	0
1784394984.224569592	3	5618	0
1784394994.327119349	1	5620	39
1784394994.327119349	3	5618	38
1784395004.725209536	1	5620	100
1784395004.725209536	3	5618	0
1784395014.828413407	1	5620	13
1784395014.828413407	3	5618	7
1784395025.262082446	1	5620	0
1784395025.262082446	3	5618	100
1784395035.359193443	1	5620	78
1784395035.359193443	3	5618	78
1784395045.811334546	1	5620	0
1784395045.811334546	3	5618	0
1784395055.912120557	1	5620	0
1784395055.912120557	3	5618	100
1784395066.252400339	1	5620	59
1784395066.252400339	3	5618	100
1784395076.345992910	1	5620	0
1784395076.345992910	3	5618	0
1784395086.605785858	1	5620	0
1784395086.605785858	3	5618	100
1784395096.705129887	1	5620	69
1784395096.705129887	3	5618	67
1784395107.039424568	1	5620	0
1784395107.039424568	3	5618	100
1784395117.124037854	1	5620	0
1784395117.124037854	3	5618	100
1784395127.546399296	1	5620	0
1784395127.546399296	3	5618	0
1784395137.643039610	1	5620	0
1784395137.643039610	3	5618	0
1784395147.901440534	1	5620	0
1784395147.901440534	3	5618	100
1784395157.991156176	1	5620	91
1784395157.991156176	3	5618	65
1784395168.404801890	1	5620	0
1784395168.404801890	3	5618	0
1784395178.487957785	1	5620	0
1784395178.487957785	3	5618	100
1784395188.824774130	1	5620	79
1784395188.824774130	3	5618	76
1784395198.909506476	1	5620	0
1784395198.909506476	3	5618	100
1784395209.317852842	1	5620	0
1784395209.317852842	3	5618	100
1784395219.400463138	1	5620	82
1784395219.400463138	3	5618	69
1784395229.932064331	1	5620	0
1784395229.932064331	3	5618	100
1784395240.032260820	1	5620	100
1784395240.032260820	3	5618	0
1784395250.236016203	1	5620	0
1784395250.236016203	3	5618	100
1784395260.316376188	1	5620	0
1784395260.316376188	3	5618	0
1784395270.852007740	1	5620	0
1784395270.852007740	3	5618	0
1784395280.937909193	1	5620	0
1784395280.937909193	3	5618	0
1784395291.453730801	1	5620	0
1784395291.453730801	3	5618	100
1784395301.551491583	1	5620	0
1784395301.551491583	3	5618	0
1784395312.044661217	1	5620	100
1784395312.044661217	3	5618	0
1784395322.138386796	1	5620	0
1784395322.138386796	3	5618	100
1784395332.550833380	1	5620	0
1784395332.550833380	3	5618	0
1784395342.652976577	1	5620	0
1784395342.652976577	3	5618	0
1784395352.843994809	1	5620	100
1784395352.843994809	3	5618	0
1784395362.947945195	1	5620	0
1784395362.947945195	3	5618	100
1784395373.245619409	1	5620	0
1784395373.245619409	3	5618	0
1784395383.329870792	1	5620	100
1784395383.329870792	3	5618	0
1784395393.646575012	1	5620	0
1784395393.646575012	3	5618	100
1784395403.749351935	1	5620	0
1784395403.749351935	3	5618	0
1784395413.961108103	1	5620	100
1784395413.961108103	3	5618	62
1784395424.048310151	1	5620	66
1784395424.048310151	3	5618	91
1784395434.383890590	1	5620	0
1784395434.383890590	3	5618	0
1784395444.491280048	1	5620	18
1784395444.491280048	3	5618	100
1784395454.628998181	1	5620	58
1784395454.628998181	3	5618	65
1784395464.714259284	1	5620	0
1784395464.714259284	3	5618	0
1784395475.071702962	1	5620	0
1784395475.071702962	3	5618	100
1784395485.179145861	1	5620	82
1784395485.179145861	3	5618	59
1784395495.450283487	1	5620	0
